latitude,longitude,temperature,humidity,wind_speed,NO2
37.49080237694725,-118.89202426968282,15.610087066217194,68.70965175371782,5.69341995520984,38.728243510056345
49.01428612819832,-97.48594315729852,15.8655982298007,53.89614177370904,10.023113103168846,20.33843276629583
44.6398788362281,-77.62324984741551,18.867605540492367,41.31707268123634,1.3198445109884944,29.20611575594297
41.97316968394073,-86.06650681542632,21.83682753408089,55.346290861224354,4.93543877790106,26.995340512792964
33.12037280884873,-81.60633112831302,24.567923131166246,23.64252260983122,6.281085870149547,19.943986243105343
33.11989040672405,-90.47299799735696,15.984105246598276,50.03375506597161,5.246156403312362,33.60164183945767
31.161672243363988,-88.46340612892885,27.46344284479761,53.278211728430854,4.773743894968519,24.623542422201837
47.3235229154987,-79.04826090608084,18.644381994787157,59.2427013953783,2.4015672731083515,36.55403829850237
42.022300234864176,-115.01991946844885,19.89316352825782,39.861040477074624,5.465573485880327,19.29808437105668
44.161451555920905,-100.63450218141156,16.263941604260882,50.856871614033594,3.4864720459681475,47.19040612841821
30.411689885916047,-116.72743349082387,7.878798698635292,40.74575373940412,0.6201565900428934,21.03667341407938
49.39819704323989,-70.73991952020117,24.42022698180525,52.55383755674317,7.389184441027462,32.19302337200436
46.648852816008436,-73.35643961880321,23.684219485462165,41.04653677636976,6.916771639684085,37.918593103880674
34.246782213565524,-127.63439131788965,18.593362214408934,45.918991608397796,5.103321953702159,24.29359569799887
33.63649934414201,-87.66548964905869,20.33495358612436,40.04184605209771,5.458149376411405,38.52468643432951
33.66809019706868,-74.48510095506005,22.579696088520496,56.51136241823657,7.148636025431123,17.708164021995838
36.08484485919075,-119.16547929235999,12.187270715567287,58.58451116656666,5.448679313556165,44.521176991825605
40.49512863264476,-95.92328616684223,17.354736613268525,47.653794300425865,6.808035109522629,30.141492649657582
38.638900372842315,-75.07070214471749,23.971323398109135,50.382379949600285,4.4050355982523,24.035885920311202
35.82458280396084,-127.96324128485207,13.728552884153753,35.51408585366456,7.623967477147893,27.008182275725655
